distancia_atual;distancia_anterior;temperatura;umidade;vento;insolacao;evaporacao;chuva;datahora
212.00;228.00;28.90;32.30;1.20;8.90;4.10;0.00;06/10/2021 08:38
172.00;212.00;23.90;48.20;2.90;7.70;2.30;1.80;11/08/2021 05:01
80.00;172.00;26.60;55.50;15.80;0.50;0.00;143.00;12/10/2020 10:09
261.00;80.00;34.40;42.40;1.70;8.20;5.40;0.00;31/05/2021 23:56
234.00;261.00;34.80;83.10;13.30;0.20;0.10;79.00;24/04/2024 17:34
211.00;234.00;26.40;64.50;2.90;9.30;2.10;0.60;07/06/2024 04:49
177.00;211.00;34.10;68.30;4.70;0.10;0.90;47.20;26/06/2020 04:47
196.00;177.00;29.00;82.00;6.30;0.20;0.50;21.50;11/08/2022 18:19
78.00;196.00;33.70;30.10;1.00;9.10;6.00;0.00;08/06/2023 20:43
162.00;78.00;29.20;67.90;3.20;4.80;2.50;3.90;14/09/2023 08:30
110.00;162.00;30.40;52.30;3.00;2.30;2.10;8.50;07/03/2021 12:12
223.00;110.00;17.10;49.90;4.60;2.50;0.40;27.70;31/01/2021 18:09
195.00;223.00;22.50;84.70;9.80;2.30;0.60;17.50;25/12/2023 23:00
275.00;195.00;16.70;53.10;3.30;4.30;1.40;8.10;06/03/2020 18:22
136.00;275.00;33.60;85.30;3.80;2.70;1.90;4.90;30/12/2020 15:29
162.00;136.00;34.40;87.20;3.50;2.90;1.90;6.50;28/02/2025 02:50
286.00;162.00;32.10;80.60;1.90;8.10;3.90;1.60;18/12/2022 22:25
122.00;286.00;32.90;65.80;1.10;9.40;6.80;0.00;10/06/2024 21:18
138.00;122.00;17.00;64.00;3.10;3.20;1.60;2.60;01/07/2021 23:36
228.00;138.00;19.50;35.60;18.20;0.90;0.70;86.20;14/02/2023 08:55
201.00;228.00;15.10;84.30;9.50;2.40;1.50;26.90;15/12/2023 17:45
251.00;201.00;24.10;34.50;2.30;2.30;2.20;7.10;13/11/2022 03:47
236.00;251.00;22.40;62.00;16.80;0.60;0.00;140.60;30/06/2021 22:29
108.00;236.00;25.70;69.80;3.80;5.40;1.10;4.30;10/02/2023 22:15
114.00;108.00;22.50;70.00;0.90;9.90;5.40;0.00;25/05/2024 20:11
93.00;114.00;29.10;41.90;2.60;3.40;1.30;4.70;21/07/2024 03:19
125.00;93.00;31.70;36.20;3.80;2.60;1.80;8.40;31/07/2022 05:55
298.00;125.00;20.10;50.50;0.90;9.60;4.00;0.00;23/08/2020 04:53
231.00;298.00;19.50;33.10;19.30;0.50;0.30;92.30;26/08/2023 11:28
77.00;231.00;24.60;93.60;0.50;11.50;4.30;0.00;09/05/2023 20:18
117.00;77.00;17.50;78.20;8.00;1.70;0.70;24.00;31/03/2022 17:51
182.00;117.00;16.80;78.90;18.30;0.10;0.20;78.00;20/09/2022 18:04
273.00;182.00;23.90;36.80;2.60;8.50;3.00;0.50;01/12/2021 18:09
112.00;273.00;33.10;94.70;1.50;11.90;6.50;0.00;03/07/2023 19:46
80.00;112.00;33.40;78.20;0.70;11.20;6.40;0.00;22/02/2024 16:08
282.00;80.00;20.10;47.60;1.30;9.30;5.30;0.00;09/09/2023 08:56
103.00;282.00;15.20;66.60;8.30;0.70;0.70;74.80;23/11/2023 15:24
52.00;103.00;30.40;84.30;3.50;3.00;1.70;4.80;24/03/2022 03:12
267.00;52.00;30.20;55.70;3.80;2.30;2.70;5.00;01/01/2021 03:27
188.00;267.00;34.10;35.70;4.60;2.00;1.10;32.00;20/04/2023 06:48
183.00;188.00;27.50;83.50;2.20;5.60;1.60;2.80;21/09/2024 02:26
85.00;183.00;23.90;67.20;1.70;9.90;4.50;1.50;20/09/2020 11:16
191.00;85.00;20.70;61.80;0.90;9.50;6.30;0.00;08/12/2020 16:06
200.00;191.00;19.80;78.60;1.00;9.70;6.00;0.00;18/09/2022 17:51
243.00;200.00;18.50;71.90;2.60;5.60;1.20;6.00;09/12/2020 10:13
80.00;243.00;29.30;76.40;2.10;4.40;2.60;8.70;21/12/2022 12:59
235.00;80.00;32.90;60.40;2.90;9.60;3.10;0.90;02/07/2021 19:55
79.00;235.00;29.20;89.20;1.30;8.20;6.80;0.00;08/11/2024 17:57
157.00;79.00;19.70;46.70;1.90;7.30;3.70;0.50;07/01/2023 04:45
154.00;157.00;31.20;93.10;8.90;1.80;0.80;14.30;01/02/2024 01:28
196.00;154.00;22.10;65.80;1.90;11.00;6.40;0.00;14/06/2023 05:12
138.00;196.00;34.30;47.60;2.90;2.80;1.10;8.00;22/05/2020 06:54
97.00;138.00;24.50;69.80;8.20;1.00;0.60;28.70;14/03/2023 12:25
53.00;97.00;34.60;90.70;14.60;0.10;0.60;142.10;16/01/2025 10:56
183.00;53.00;28.60;37.50;1.90;9.60;4.50;0.60;14/12/2024 18:35
243.00;183.00;26.10;63.40;3.40;4.70;1.80;3.00;08/01/2023 12:01
168.00;243.00;22.60;51.00;1.40;6.10;2.00;0.70;11/05/2022 20:32
111.00;168.00;33.80;37.20;14.70;0.30;0.30;105.30;22/01/2022 02:06
286.00;111.00;19.50;84.00;1.10;8.00;4.50;0.00;18/03/2024 11:47
191.00;286.00;18.70;34.60;1.40;7.70;2.50;1.60;25/08/2022 22:19
262.00;191.00;25.80;33.80;2.30;7.70;3.20;1.80;19/02/2024 02:19
111.00;262.00;27.50;41.70;1.40;9.30;4.20;0.00;17/01/2024 23:10
272.00;111.00;32.70;31.70;1.80;11.90;4.00;0.00;28/11/2024 10:53
86.00;272.00;16.20;30.10;0.90;9.30;4.30;0.00;13/04/2023 10:00
177.00;86.00;28.50;73.10;5.60;0.60;0.10;42.80;06/09/2022 18:48
273.00;177.00;31.20;65.80;5.20;2.80;1.90;33.70;12/07/2021 21:04
76.00;273.00;18.60;94.30;1.50;8.70;4.80;0.40;18/08/2022 01:25
271.00;76.00;24.00;94.60;9.60;0.60;0.20;29.70;16/07/2021 22:50
136.76;140.0;19.09;89.62;2.92;2.36;0.26;37.29;01/07/2024 02:00
129.68;136.76;17.06;96.31;3.23;0.44;0.15;24.93;03/07/2024 00:00
122.05;129.68;23.89;93.98;2.84;1.99;1.19;49.25;04/07/2024 10:00
118.67;122.05;21.12;91.3;3.12;1.0;0.07;37.39;02/07/2024 17:00
113.73;118.67;17.32;91.6;1.77;1.54;1.03;41.34;08/07/2024 18:00
106.35;113.73;22.03;90.35;1.07;0.83;0.07;43.68;11/07/2024 02:00
100.37;106.35;19.18;87.4;0.8;1.09;0.35;24.3;05/07/2024 20:00
96.88;100.37;18.05;94.16;2.68;0.96;0.33;39.22;09/07/2024 20:00
91.3;96.88;19.77;87.71;2.48;1.19;0.4;18.8;13/07/2024 10:00
83.63;91.3;22.29;96.52;2.64;1.36;1.23;34.04;16/07/2024 11:00
78.61;83.63;23.75;93.7;2.05;2.47;1.17;10.76;10/07/2024 06:00
70.31;78.61;21.89;94.21;3.48;0.77;0.04;59.69;18/07/2024 01:00
60.94;70.31;23.56;94.09;1.62;1.53;1.48;14.88;14/07/2024 02:00
51.7;60.94;20.44;92.7;1.38;0.57;0.41;15.38;26/07/2024 00:00
50.0;51.7;19.39;92.52;1.44;0.44;0.11;44.43;23/07/2024 20:00
50.0;50.0;19.23;88.43;0.77;0.44;0.54;14.92;08/07/2024 14:00
50.0;50.0;19.98;87.43;2.8;0.37;0.38;43.81;01/08/2024 10:00
50.0;50.0;21.8;94.07;3.44;1.29;0.64;30.94;09/07/2024 14:00
50.0;50.0;23.29;88.55;2.58;1.72;1.28;47.31;21/07/2024 08:00
50.0;50.0;19.24;93.22;0.92;1.66;0.42;39.04;24/07/2024 20:00
50.0;50.0;19.98;85.77;1.56;2.48;1.07;38.72;19/07/2024 10:00
50.0;50.0;19.67;88.22;1.23;2.45;0.43;25.77;12/07/2024 11:00
50.0;50.0;17.47;95.1;2.34;1.56;0.41;37.16;06/08/2024 18:00
50.0;50.0;21.78;85.96;3.09;1.56;0.59;35.06;15/07/2024 11:00
50.0;50.0;19.84;95.41;2.68;2.03;0.6;15.76;25/07/2024 02:00
50.0;50.0;23.19;88.89;0.7;1.36;1.11;24.97;12/08/2024 19:00
50.0;50.0;18.91;93.74;0.84;2.04;0.68;20.64;18/07/2024 10:00
50.0;50.0;17.89;90.87;0.91;2.13;1.49;37.82;12/08/2024 20:00
50.0;50.0;22.1;95.61;1.42;1.72;0.92;10.46;23/07/2024 06:00
50.0;50.0;18.12;95.44;0.58;1.71;1.27;28.47;30/07/2024 02:00
50.0;50.0;17.66;87.26;0.56;1.95;0.45;37.61;29/07/2024 20:00
50.0;50.0;18.69;91.48;3.06;2.13;0.98;27.29;24/08/2024 08:00
50.0;50.0;22.29;96.07;1.18;0.77;0.24;44.5;26/07/2024 10:00
50.0;50.0;19.73;88.97;2.12;1.97;0.9;20.74;30/08/2024 14:00
50.0;50.0;18.81;90.07;2.19;0.96;0.09;30.39;18/07/2024 02:00
50.0;50.0;18.82;93.95;2.17;1.31;0.72;38.42;28/07/2024 19:00
50.0;50.0;23.37;89.27;3.19;0.44;0.15;19.32;22/07/2024 02:00
50.0;50.0;20.51;88.76;1.24;1.33;0.78;45.67;13/08/2024 06:00
50.0;50.0;23.53;92.68;2.77;1.94;1.45;22.14;03/08/2024 08:00
50.0;50.0;17.93;94.2;1.75;1.39;0.77;54.17;13/09/2024 20:00
50.0;50.0;23.93;86.11;2.57;0.63;0.55;57.91;21/08/2024 18:00
50.0;50.0;22.47;94.19;0.6;1.08;1.45;25.6;12/09/2024 13:00
50.0;50.0;22.47;89.98;0.78;2.04;0.98;17.02;29/08/2024 14:00
50.0;50.0;19.54;90.99;3.06;1.35;1.1;25.05;14/09/2024 08:00
50.0;50.0;22.8;85.63;0.64;0.61;0.13;54.58;03/08/2024 02:00
50.0;50.0;23.71;86.71;0.86;1.66;1.02;38.95;07/08/2024 14:00
50.0;50.0;21.4;89.08;2.59;1.89;1.19;12.33;21/08/2024 20:00
50.0;50.0;21.18;92.75;2.45;2.39;0.67;46.75;27/09/2024 05:00
50.0;50.0;18.66;87.12;2.19;2.04;0.37;46.04;21/09/2024 02:00
50.0;50.0;20.21;92.46;0.89;1.9;0.57;53.54;20/09/2024 18:00
